Rank,Compound,SMILES,Affinity_kcal_per_mol,DLG_file,Within_Pocket
8165,ZINC000510976774_docked,COc1cc([C@H](C)N[C@@H](CO)CC2CCCC2)ccc1S(C)(=O)=O,-8.47,ZINC000510976774_docked.dlg,TRUE
8166,ZINC000845874577_docked,COC(=O)c1cc(C#N)ccc1S(=O)(=O)NC[C@@H](O)c1ccc(C)o1,-8.47,ZINC000845874577_docked.dlg,FALSE
8167,ZINC000532761826_docked,C[C@H]1C[C@@H]1c1ccc(CNS(=O)(=O)c2ccc(F)cc2C#N)o1,-8.47,ZINC000532761826_docked.dlg,TRUE
8168,ZINC000783322154_docked,Cc1cc(COC(=O)c2cc(Br)cc(S(C)(=O)=O)c2F)ccc1C#N,-8.47,ZINC000783322154_docked.dlg,TRUE
8169,ZINC000552355649_docked,CCNc1ccc(C#N)cc1NC(=O)c1ccc(S(C)(=O)=O)c(Br)c1,-8.47,ZINC000552355649_docked.dlg,TRUE
8170,ZINC001289831123_docked,COc1cc([C@H](C)NC(=O)C(=O)c2ccc(F)cc2)ccc1S(C)(=O)=O,-8.47,ZINC001289831123_docked.dlg,FALSE
8171,ZINC000217363357_docked,COc1ccc([C@H](O)CNS(=O)(=O)c2ccc(F)cc2C)cc1OC,-8.47,ZINC000217363357_docked.dlg,TRUE
8172,ZINC000631808392_docked,COc1cc([C@@H](C)N[C@@H]2CCCn3nccc32)ccc1S(C)(=O)=O,-8.47,ZINC000631808392_docked.dlg,TRUE
8173,ZINC000157607621_docked,CN(c1cccc(S(C)(=O)=O)c1)S(=O)(=O)c1ccc(F)cc1C#N,-8.47,ZINC000157607621_docked.dlg,TRUE
8174,ZINC000848444911_docked,COC(=O)c1cc(C)c(F)c(S(=O)(=O)N[C@@H](C)[C@H](O)c2cccc(F)c2)c1,-8.47,ZINC000848444911_docked.dlg,FALSE
8175,ZINC000755002839_docked,N#Cc1c(NCc2ccccc2Oc2cccc(F)c2)cccc1S(N)(=O)=O,-8.47,ZINC000755002839_docked.dlg,TRUE
8176,ZINC000849410457_docked,CS(=O)(=O)c1ccc(S(=O)(=O)N2CCC3=C(CCC(=O)N3)C2)cc1F,-8.47,ZINC000849410457_docked.dlg,FALSE
8177,ZINC000025309487_docked,COc1cc(F)ccc1NC(=O)c1ccc(S(C)(=O)=O)cc1,-8.47,ZINC000025309487_docked.dlg,TRUE
8178,ZINC000179847433_docked,CS(=O)(=O)c1ccc(C(=O)O[C@@H]2CC[C@H](C#N)C2)cc1Br,-8.47,ZINC000179847433_docked.dlg,TRUE
8179,ZINC000552576571_docked,CS(=O)(=O)c1ccc(C(=O)Nc2cc(C#N)ccc2NC2CC2)cc1Br,-8.47,ZINC000552576571_docked.dlg,TRUE
8180,ZINC000227634077_docked,N#Cc1cc(F)cc(Oc2ccc3ccccc3c2)c1,-8.47,ZINC000227634077_docked.dlg,TRUE
8181,ZINC000759490021_docked,C[C@@H](C[C@H](O)c1ccco1)NC(=O)Nc1ccccc1Oc1cccc(F)c1,-8.47,ZINC000759490021_docked.dlg,TRUE
8182,ZINC000353790637_docked,C[C@H]1C[C@@H](C)CN(S(=O)(=O)c2ccc(F)cc2C#N)[C@H]1C,-8.47,ZINC000353790637_docked.dlg,TRUE
8183,ZINC000409888820_docked,Cc1cc(F)cc([C@@]2(F)CCN(S(=O)(=O)c3ccc(F)cc3C#N)C2)c1,-8.47,ZINC000409888820_docked.dlg,TRUE
8184,ZINC001276791727_docked,C/C(=C/C(=O)N(C)[C@@H](C)c1cccc(C#N)c1)c1ccc(F)cc1,-8.47,ZINC001276791727_docked.dlg,FALSE
8185,ZINC001138376700_docked,COc1ccc(F)cc1CN1CCC(c2ccc(C#N)cc2)CC1,-8.47,ZINC001138376700_docked.dlg,FALSE
8186,ZINC000751187345_docked,CS(=O)(=O)c1ccccc1S(=O)(=O)NC[C@H](O)c1ccc(F)cc1,-8.47,ZINC000751187345_docked.dlg,TRUE
8187,ZINC000268216191_docked,CS(=O)(=O)N1CCCN(S(=O)(=O)c2ccc(F)cc2C#N)CC1,-8.47,ZINC000268216191_docked.dlg,TRUE
8188,ZINC000808333067_docked,COC(=O)c1ccc(C)c(S(=O)(=O)Oc2cc(F)cc(C#N)c2)c1,-8.47,ZINC000808333067_docked.dlg,FALSE
8189,ZINC000462713202_docked,C[C@@H](CNS(=O)(=O)c1ccc(C#N)cc1C(F)(F)F)Oc1cccc(F)c1,-8.47,ZINC000462713202_docked.dlg,TRUE
8190,ZINC000808332231_docked,N#Cc1cc(F)cc(OS(=O)(=O)Cc2cc(Cl)ccc2F)c1,-8.47,ZINC000808332231_docked.dlg,FALSE
8191,ZINC000483856618_docked,COc1cc([C@H](C)NCc2cc(F)ccc2SC)ccc1S(C)(=O)=O,-8.47,ZINC000483856618_docked.dlg,TRUE
8192,ZINC000120465029_docked,C[C@H](NCc1ccccc1Oc1ccccc1)c1ccc(S(C)(=O)=O)c(F)c1,-8.47,ZINC000120465029_docked.dlg,TRUE
8193,ZINC000152023318_docked,N#Cc1cc(F)ccc1S(=O)(=O)N1CCc2ccccc2CC1,-8.47,ZINC000152023318_docked.dlg,TRUE
8194,ZINC000867271113_docked,Cc1cc(F)cc(C#N)c1S(=O)(=O)N[C@H]1C[C@H](C)OC1=O,-8.47,ZINC000867271113_docked.dlg,FALSE
8195,ZINC000288216487_docked,Cc1ccc(CS(=O)(=O)N[C@@H](C)[C@H](O)c2ccc(F)cc2)cc1,-8.47,ZINC000288216487_docked.dlg,TRUE
8196,ZINC000751492255_docked,N#Cc1cc(F)ccc1S(=O)(=O)N(Cc1ccccc1)C[C@@H](O)c1ccsc1,-8.47,ZINC000751492255_docked.dlg,TRUE
8197,ZINC000767730533_docked,COc1cc(C(=O)/C=C/c2ccc(F)cc2Br)ccc1S(C)(=O)=O,-8.47,ZINC000767730533_docked.dlg,TRUE
8198,ZINC000808333711_docked,N#Cc1cc(F)cc(OS(=O)(=O)c2c[nH]c3cccc(F)c23)c1,-8.47,ZINC000808333711_docked.dlg,FALSE
8199,ZINC000858848369_docked,COc1cccc([C@H](O)C2CCN(c3cc(C#N)cc(C)n3)CC2)c1,-8.47,ZINC000858848369_docked.dlg,FALSE
8200,ZINC000127015025_docked,Cc1cccc(S(=O)(=O)N[C@@H](C)C[C@H](O)c2ccc(F)cc2)c1C#N,-8.47,ZINC000127015025_docked.dlg,TRUE
8201,ZINC000903206997_docked,CN1C[C@@H]2CC[C@H](C1)N2S(=O)(=O)c1cc(F)cc(C#N)c1,-8.47,ZINC000903206997_docked.dlg,FALSE
8202,ZINC000340819763_docked,N#Cc1cc(F)cc(OCC(=O)Cc2ccccc2Cl)c1,-8.47,ZINC000340819763_docked.dlg,TRUE
8203,ZINC001162799592_docked,N#Cc1ccc(F)cc1N1CCOC[C@H]1C[C@@H](O)c1cccs1,-8.47,ZINC001162799592_docked.dlg,FALSE
8204,ZINC000851775831_docked,COc1cc(F)ccc1S(=O)(=O)N1CCO[C@H](c2cccc(C#N)c2)C1,-8.47,ZINC000851775831_docked.dlg,FALSE
8205,ZINC000294447736_docked,C[C@H](NC(=O)c1cc(C#N)cc(N(C)C)c1)[C@@H](O)c1ccccc1,-8.47,ZINC000294447736_docked.dlg,TRUE
8206,ZINC000770572274_docked,CS(=O)(=O)c1ccc(C(=O)/C=C\c2ccc(F)c(C#N)c2)cc1F,-8.47,ZINC000770572274_docked.dlg,TRUE
8207,ZINC000429442154_docked,COc1cc([C@H](C)NC[C@]2(Cc3ccc(F)cc3)CCC[C@H]2O)ccc1S(C)(=O)=O,-8.47,ZINC000429442154_docked.dlg,TRUE
8208,ZINC000926898369_docked,COc1cc([C@@H](C)N[C@H](C)c2ccc(F)cc2C)ccc1S(C)(=O)=O,-8.47,ZINC000926898369_docked.dlg,FALSE
8209,ZINC000841715705_docked,Cc1cc(NC(=O)N[C@H](C)[C@@H](O)c2ccc(F)cc2)c(C#N)cc1N(C)C,-8.47,ZINC000841715705_docked.dlg,FALSE
8210,ZINC000539846275_docked,Cc1ccc([C@H](C)N(C)C(=O)c2ccc(S(C)(=O)=O)c(Br)c2)cc1,-8.47,ZINC000539846275_docked.dlg,TRUE
8211,ZINC000742433079_docked,COc1cc(C(=O)/C=C\c2cc(C)c(C)cc2OC(F)F)ccc1S(C)(=O)=O,-8.47,ZINC000742433079_docked.dlg,TRUE
8212,ZINC001219799557_docked,C[C@@H](NC(=O)Nc1cc(F)cc(C#N)c1)[C@@H](O)c1ccc(F)cc1,-8.47,ZINC001219799557_docked.dlg,FALSE
8213,ZINC000808274966_docked,C[C@H](NC(=O)c1ccccc1NC(=O)COc1cc(F)cc(C#N)c1)c1ccccc1,-8.47,ZINC000808274966_docked.dlg,FALSE
8214,ZINC000178614708_docked,C[C@H](O)c1ccc(CNS(=O)(=O)c2ccc(F)cc2C#N)cc1,-8.47,ZINC000178614708_docked.dlg,TRUE
8215,ZINC000482013607_docked,C[C@H](N[C@H](C)c1ccc(S(C)(=O)=O)c(F)c1)c1ccc(Oc2ccccc2)cc1,-8.47,ZINC000482013607_docked.dlg,TRUE
8216,ZINC001187779205_docked,CN([C@@H](c1ccc(F)cc1)c1ccc(Cl)cc1)S(=O)(=O)c1ccc(F)cc1C#N,-8.47,ZINC001187779205_docked.dlg,FALSE
8217,ZINC001168016806_docked,COc1cc(N)c(C(=O)N2C[C@]34CCCC[C@]3(COC4)C2)cc1S(C)(=O)=O,-8.47,ZINC001168016806_docked.dlg,FALSE
8218,ZINC000844014638_docked,CS(=O)(=O)c1cc(C(=O)N2CC[C@@](O)(CC#N)C2)ccc1Cl,-8.47,ZINC000844014638_docked.dlg,FALSE
8219,ZINC000292895584_docked,CS(=O)(=O)C[C@@H]1CCCN(S(=O)(=O)c2ccc(F)cc2C#N)C1,-8.47,ZINC000292895584_docked.dlg,TRUE
8220,ZINC000790800392_docked,N#Cc1ccnc(Oc2cc(F)cc(I)c2)c1[N+](=O)[O-],-8.47,ZINC000790800392_docked.dlg,FALSE
8221,ZINC000416509551_docked,CN(C)CC(C)(C)NS(=O)(=O)Cc1ccc(F)cc1C#N,-8.47,ZINC000416509551_docked.dlg,TRUE
8222,ZINC000269737357_docked,Cc1ccc(S(=O)(=O)N[C@@H](C)[C@H](O)c2ccc(F)cc2)c(F)c1,-8.47,ZINC000269737357_docked.dlg,TRUE
8223,ZINC000428592943_docked,CN(C(=O)c1ccc(S(C)(=O)=O)c(Br)c1)[C@@H]1CCCC[C@H]1O,-8.47,ZINC000428592943_docked.dlg,TRUE
8224,ZINC000443361867_docked,COc1cc(CN2CC[C@H](NS(=O)(=O)c3ccc(F)cc3C#N)C2)cc(OC)c1,-8.47,ZINC000443361867_docked.dlg,TRUE
8225,ZINC001251615133_docked,COc1cc([C@H](C)NC(=O)N[C@H](C)C[C@H](O)c2cccs2)ccc1S(C)(=O)=O,-8.47,ZINC001251615133_docked.dlg,FALSE
8226,ZINC000451914885_docked,Cc1cc(C#N)ccc1S(=O)(=O)N1CC[C@@H]2C[C@@H](O)CC[C@@H]2C1,-8.47,ZINC000451914885_docked.dlg,TRUE
8227,ZINC000796105228_docked,Cc1ccc([C@H](O)[C@@H](C)NS(=O)(=O)c2cc(C#N)ccc2Cl)cc1,-8.47,ZINC000796105228_docked.dlg,FALSE
8228,ZINC000472963146_docked,COC(=O)[C@H](NS(=O)(=O)c1ccc(F)cc1C#N)c1ccc(OC)c(Cl)c1,-8.47,ZINC000472963146_docked.dlg,TRUE
8229,ZINC000569139500_docked,CC(=O)c1ccc(S(C)(=O)=O)c(S[C@H](Cc2ccc(C)cc2)C(=O)O)c1,-8.47,ZINC000569139500_docked.dlg,TRUE
8230,ZINC000867158256_docked,CN([C@H]1CC[C@H](O)CC1)S(=O)(=O)c1cc(F)cc(C#N)c1,-8.47,ZINC000867158256_docked.dlg,FALSE
8231,ZINC000404971098_docked,CC(C)CNCc1ccc(-c2cc(F)cc(C#N)c2)s1,-8.47,ZINC000404971098_docked.dlg,TRUE
8232,ZINC000152098152_docked,CCS[C@@H]1CC[C@@H](N(C)S(=O)(=O)c2ccc(F)cc2C#N)C1,-8.47,ZINC000152098152_docked.dlg,TRUE
8233,ZINC000301902808_docked,CS(=O)(=O)c1cccc(Oc2ccc(C#N)c(F)c2)c1[N+](=O)[O-],-8.47,ZINC000301902808_docked.dlg,TRUE
8234,ZINC000728698416_docked,C[C@@H](C#N)Oc1ccc(/C=C\C(=O)c2ccc(Oc3ccccc3)c(F)c2)cc1,-8.47,ZINC000728698416_docked.dlg,TRUE
8235,ZINC000721121697_docked,Cc1cc(Oc2ccc(OCc3ccccc3)cc2)c(C#N)cc1[N+](=O)[O-],-8.47,ZINC000721121697_docked.dlg,TRUE
8236,ZINC000173524349_docked,Cc1ccc(C(=O)N2C[C@@H](C)Oc3cc(F)ccc32)cc1S(C)(=O)=O,-8.47,ZINC000173524349_docked.dlg,TRUE
8237,ZINC000867619069_docked,CN1CCC2(CC1)CCN(S(=O)(=O)c1ccc(F)cc1C#N)CC2,-8.47,ZINC000867619069_docked.dlg,FALSE
8238,ZINC000610385909_docked,C[C@@H](NC(=O)C(=O)Nc1ccccc1Oc1cccc(F)c1)c1cccc(C#N)c1,-8.47,ZINC000610385909_docked.dlg,TRUE
8239,ZINC000060822513_docked,COc1cc(C(=O)/C=C/c2ccccc2OCc2ccccc2)ccc1S(C)(=O)=O,-8.47,ZINC000060822513_docked.dlg,TRUE
8240,ZINC000268723899_docked,COc1cc([C@H](C)N[C@@H]2CCc3ccccc32)ccc1S(C)(=O)=O,-8.47,ZINC000268723899_docked.dlg,TRUE
8241,ZINC000769379912_docked,CS(=O)(=O)c1ccc(CN2CCC([C@H](O)c3ccc(F)cc3)CC2)cc1,-8.47,ZINC000769379912_docked.dlg,TRUE
8242,ZINC000461949913_docked,CS(=O)(=O)c1cc(S(N)(=O)=O)ccc1N1CCC(O)(Cc2cccc(F)c2)CC1,-8.47,ZINC000461949913_docked.dlg,TRUE
8243,ZINC000444106278_docked,C=CCN(CC=C)[C@@H](CNS(=O)(=O)c1ccc(F)cc1C#N)C(C)C,-8.47,ZINC000444106278_docked.dlg,TRUE
8244,ZINC000245963079_docked,C[C@@H]1CN(S(=O)(=O)c2ccc(F)cc2C#N)CC[C@H]1C,-8.47,ZINC000245963079_docked.dlg,TRUE
8245,ZINC000254968588_docked,CS(=O)(=O)c1ccc(C(=O)/C=C\c2coc3ccccc23)cc1F,-8.47,ZINC000254968588_docked.dlg,TRUE
8246,ZINC000509162808_docked,N#Cc1cc(F)ccc1S(=O)(=O)N1CCC([C@H](F)c2ccccc2F)CC1,-8.47,ZINC000509162808_docked.dlg,TRUE
8247,ZINC000151779770_docked,CCN(Cc1ccc(N(C)C)cc1)S(=O)(=O)c1ccc(F)cc1C#N,-8.47,ZINC000151779770_docked.dlg,TRUE
8248,ZINC000562003498_docked,COC[C@@H](C)CS(=O)(=O)NCc1ccccc1Oc1cccc(F)c1,-8.47,ZINC000562003498_docked.dlg,TRUE
8249,ZINC000269773306_docked,Cc1ccc(S(=O)(=O)N[C@H](C)[C@H](O)c2cccc(F)c2)c(C)c1,-8.47,ZINC000269773306_docked.dlg,TRUE
8250,ZINC000000017348_docked,CC1=CC(C)(C)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,-8.47,ZINC000000017348_docked.dlg,TRUE
8251,ZINC000248626562_docked,COc1cc(C#N)ccc1S(=O)(=O)NC[C@@H](C)N1CCC[C@@H](C)C1,-8.47,ZINC000248626562_docked.dlg,TRUE
8252,ZINC000556945823_docked,C[C@@H](c1ccccc1)N(C(=O)c1ccc(S(C)(=O)=O)c(Br)c1)C1CC1,-8.47,ZINC000556945823_docked.dlg,TRUE
8253,ZINC000332430421_docked,N#Cc1cc(F)ccc1CN1CCN([C@@H]2CS(=O)(=O)C[C@@H]2O)CC1,-8.47,ZINC000332430421_docked.dlg,TRUE
8254,ZINC000124331224_docked,CS(=O)(=O)c1cc(N2CCC(C#N)CC2)ccc1[N+](=O)[O-],-8.47,ZINC000124331224_docked.dlg,TRUE
8255,ZINC000083661972_docked,Cc1ccc2c(c1)[C@H](c1cc(F)cc(C#N)c1)NCC2,-8.47,ZINC000083661972_docked.dlg,TRUE
8256,ZINC000785746611_docked,CS(=O)(=O)c1cccnc1CNC(=O)NC[C@H](O)COc1cccc(F)c1,-8.47,ZINC000785746611_docked.dlg,TRUE
8257,ZINC000156384565_docked,COc1ccc(OC)c(CN(C2CC2)S(=O)(=O)c2ccc(F)cc2C#N)c1,-8.47,ZINC000156384565_docked.dlg,TRUE
8258,ZINC000152005621_docked,CC(C)[C@@H](c1ccccc1)N(C)S(=O)(=O)c1ccc(F)cc1C#N,-8.47,ZINC000152005621_docked.dlg,TRUE
8259,ZINC000360382129_docked,C[C@@H]1CC[C@@H](CNS(=O)(=O)c2ccc(F)cc2C#N)C1,-8.47,ZINC000360382129_docked.dlg,TRUE
8260,ZINC000268877357_docked,CC[C@@H](N[C@@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)c1ccccc1,-8.47,ZINC000268877357_docked.dlg,TRUE
8261,ZINC000151883313_docked,CC(C)(C)CCN1CCN(S(=O)(=O)c2ccc(F)cc2C#N)CC1,-8.47,ZINC000151883313_docked.dlg,TRUE
8262,ZINC000595305622_docked,COc1cc(F)ccc1S(=O)(=O)N(Cc1ccc(C#N)cc1)C1CC1,-8.47,ZINC000595305622_docked.dlg,TRUE
8263,ZINC000160026324_docked,COc1cc(C)c(S(=O)(=O)NC[C@@H](O)c2cccc(F)c2)cc1C,-8.47,ZINC000160026324_docked.dlg,TRUE
8264,ZINC000463699224_docked,COc1cc(C#N)ccc1S(=O)(=O)NCc1ccc(OCc2cccc(F)c2)cc1,-8.47,ZINC000463699224_docked.dlg,TRUE
8265,ZINC000272887204_docked,CC(=O)c1ccc(S(C)(=O)=O)c(N(C)CCc2cccs2)c1,-8.47,ZINC000272887204_docked.dlg,TRUE
8266,ZINC000351480688_docked,Cc1ccccc1C[C@@H](C)N(C)C(=O)c1cc(C#N)cc(N(C)C)c1,-8.47,ZINC000351480688_docked.dlg,TRUE
8267,ZINC000805028209_docked,C[C@H](NS(=O)(=O)c1cccc(Br)c1C#N)[C@@H](O)c1cccc(F)c1,-8.46,ZINC000805028209_docked.dlg,FALSE
8268,ZINC000601488876_docked,C[C@@H]1CN(S(=O)(=O)c2ccc(S(C)(=O)=O)c(F)c2)C[C@@H](C)N1CC#N,-8.46,ZINC000601488876_docked.dlg,TRUE
8269,ZINC000812242604_docked,COc1ccc(F)cc1/C=C\C(=O)c1ccc(S(C)(=O)=O)c(OC)c1,-8.46,ZINC000812242604_docked.dlg,FALSE
8270,ZINC000493207253_docked,CN(C)C1(CN[C@H](c2cccc(S(C)(=O)=O)c2)c2ccc(F)cc2F)CCOCC1,-8.46,ZINC000493207253_docked.dlg,TRUE
8271,ZINC000157220360_docked,Cc1ccc(C(N)=O)cc1OS(=O)(=O)c1ccc(F)cc1C#N,-8.46,ZINC000157220360_docked.dlg,TRUE
8272,ZINC000179396188_docked,C[C@H]1CN(C(=O)c2ccc(S(C)(=O)=O)c(Br)c2)[C@H](C)CO1,-8.46,ZINC000179396188_docked.dlg,TRUE
8273,ZINC000290239667_docked,Cc1cc(S(C)(=O)=O)ccc1NC(=O)C(C)(C)c1cc(F)cc(C#N)c1,-8.46,ZINC000290239667_docked.dlg,TRUE
8274,ZINC000867271114_docked,Cc1cc(F)cc(C#N)c1S(=O)(=O)N[C@@H]1C[C@@H](C)OC1=O,-8.46,ZINC000867271114_docked.dlg,FALSE
8275,ZINC000774487083_docked,Cc1ccc([C@@H](O)CN[C@@H](c2cccc(S(C)(=O)=O)c2)c2ccc(F)cc2F)cc1,-8.46,ZINC000774487083_docked.dlg,TRUE
8276,ZINC000801685680_docked,COc1ccc(S(C)(=O)=O)cc1S(=O)(=O)Oc1cccc(F)c1,-8.46,ZINC000801685680_docked.dlg,FALSE
8277,ZINC000791435728_docked,CCc1ccc(C(=O)OCc2ccc(C#N)c(F)c2)cc1S(C)(=O)=O,-8.46,ZINC000791435728_docked.dlg,FALSE
8278,ZINC000867002020_docked,C[C@@H](C[C@@H](O)c1cccs1)NS(=O)(=O)c1cc(F)cc(C#N)c1,-8.46,ZINC000867002020_docked.dlg,FALSE
8279,ZINC000799893894_docked,COc1cc(C(=O)/C=C/C(C)=C\c2ccccc2C(F)(F)F)ccc1S(C)(=O)=O,-8.46,ZINC000799893894_docked.dlg,FALSE
8280,ZINC000827695678_docked,CS(=O)(=O)c1cc([N+](=O)[O-])ccc1N1CC[C@H]1c1cccc(F)c1,-8.46,ZINC000827695678_docked.dlg,FALSE
8281,ZINC000530133115_docked,CO[C@@H](CS(=O)(=O)Nc1cc(N(C)C)ccc1C#N)c1ccc(F)cc1,-8.46,ZINC000530133115_docked.dlg,TRUE
8282,ZINC000305799523_docked,C[C@H](N[C@@H](C)[C@H](O)c1ccc(F)cc1)c1cccc(C#N)c1,-8.46,ZINC000305799523_docked.dlg,TRUE
8283,ZINC000561694275_docked,Cc1cccc(-c2noc(COc3cc(F)cc(C#N)c3)n2)c1,-8.46,ZINC000561694275_docked.dlg,TRUE
8284,ZINC000124810151_docked,Cc1ccc(C(=O)N[C@H](C)C[C@H](O)c2ccco2)cc1S(C)(=O)=O,-8.46,ZINC000124810151_docked.dlg,TRUE
8285,ZINC000279933125_docked,CCC[C@H](N[C@@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)[C@H](O)c1ccccc1,-8.46,ZINC000279933125_docked.dlg,TRUE
8286,ZINC000808332444_docked,N#Cc1cc(F)cc(OS(=O)(=O)c2cccc(Br)c2F)c1,-8.46,ZINC000808332444_docked.dlg,FALSE
8287,ZINC000903372434_docked,CC[C@H](N[C@H](C)c1ccc(S(C)(=O)=O)c(F)c1)c1cc(F)ccc1OC,-8.46,ZINC000903372434_docked.dlg,FALSE
8288,ZINC000671716062_docked,CS(=O)(=O)c1cccc([C@H](NCc2ccc3occc3c2)c2ccc(F)cc2F)c1,-8.46,ZINC000671716062_docked.dlg,TRUE
8289,ZINC000859163213_docked,CCOC1(CS(=O)(=O)Oc2cc(F)cc(C#N)c2)CCOCC1,-8.46,ZINC000859163213_docked.dlg,FALSE
8290,ZINC000254913058_docked,CCc1nn(C)cc1/C=C\C(=O)c1ccc(S(C)(=O)=O)c(OC)c1,-8.46,ZINC000254913058_docked.dlg,TRUE
8291,ZINC000751485504_docked,C[C@H](NS(=O)(=O)c1cccc(F)c1C#N)[C@@H](O)c1cccc(F)c1,-8.46,ZINC000751485504_docked.dlg,TRUE
8292,ZINC000788662540_docked,Cc1cc(F)ccc1OS(=O)(=O)c1ccc(C#N)c(Br)c1,-8.46,ZINC000788662540_docked.dlg,FALSE
8293,ZINC000577854449_docked,CCC[C@H](C)C[C@@H](NS(=O)(=O)Cc1ccc(F)cc1C#N)C(=O)O,-8.46,ZINC000577854449_docked.dlg,TRUE
8294,ZINC000211616137_docked,CS(=O)(=O)c1ccc(Oc2cc(C(=O)O)ccc2N)cc1,-8.46,ZINC000211616137_docked.dlg,TRUE
8295,ZINC000120677734_docked,COc1cc([C@H](C)N[C@H](C)C[C@H](O)c2ccccc2)ccc1S(C)(=O)=O,-8.46,ZINC000120677734_docked.dlg,TRUE
8296,ZINC000481267206_docked,CN([C@@H](CC(N)=O)c1ccccc1)S(=O)(=O)c1ccc(F)cc1C#N,-8.46,ZINC000481267206_docked.dlg,TRUE
8297,ZINC000815839029_docked,C[C@@H](NC(=O)c1cc(C#N)cc(N(C)C)c1)[C@@H](O)c1ccc(F)cc1,-8.46,ZINC000815839029_docked.dlg,FALSE
8298,ZINC000808340904_docked,Cc1cc(C#N)ccc1S(=O)(=O)N[C@@H](C)[C@H](O)c1ccccc1,-8.46,ZINC000808340904_docked.dlg,FALSE
8299,ZINC000525387533_docked,Cc1ccccc1[C@@H](C(C)C)N(C)S(=O)(=O)c1ccc(C#N)cc1C,-8.46,ZINC000525387533_docked.dlg,TRUE
8300,ZINC000808333538_docked,N#Cc1cc(F)cc(OS(=O)(=O)c2ccc3c(c2)COC3)c1,-8.46,ZINC000808333538_docked.dlg,FALSE
8301,ZINC000303138825_docked,N#Cc1ccc(SCC(=O)Nc2cc(F)ccc2Oc2ccccc2)cc1,-8.46,ZINC000303138825_docked.dlg,TRUE
8302,ZINC000579555791_docked,C[C@@H]1C[C@@H](NS(=O)(=O)c2ccc(F)cc2C#N)c2nccn21,-8.46,ZINC000579555791_docked.dlg,TRUE
8303,ZINC000488384192_docked,COCc1ccccc1S(=O)(=O)Nc1ccc(Oc2ccccc2)c(C#N)c1,-8.46,ZINC000488384192_docked.dlg,TRUE
8304,ZINC000377298459_docked,N#Cc1cc(F)ccc1S(=O)(=O)N[C@H]1COc2ccccc2[C@@H]1O,-8.46,ZINC000377298459_docked.dlg,TRUE
8305,ZINC000375053609_docked,CS(=O)(=O)c1cc(C(=O)N2CCN(C3CC3)[C@@H](C#N)C2)ccc1F,-8.46,ZINC000375053609_docked.dlg,TRUE
8306,ZINC000269825338_docked,CC(C)N1C(=O)C[C@H](NS(=O)(=O)c2ccc(F)cc2C#N)C1=O,-8.46,ZINC000269825338_docked.dlg,TRUE
8307,ZINC000126784254_docked,N#Cc1cc(F)ccc1S(=O)(=O)N1CCOC[C@H]1C[C@@H](O)c1ccco1,-8.46,ZINC000126784254_docked.dlg,TRUE
8308,ZINC000798633897_docked,Cc1cc(C#N)ccc1Oc1ccc(C(=O)O[C@@H]2CCC(=O)NC2=O)cc1,-8.46,ZINC000798633897_docked.dlg,FALSE
8309,ZINC000121544562_docked,COc1cc([C@H](C)NC[C@H](C[C@@H](C)O)c2ccccc2)ccc1S(C)(=O)=O,-8.46,ZINC000121544562_docked.dlg,TRUE
8310,ZINC000333487932_docked,CN1C(=O)NCC12CCN(S(=O)(=O)c1ccc(F)cc1C#N)CC2,-8.46,ZINC000333487932_docked.dlg,TRUE
8311,ZINC000510787082_docked,Cc1ccc(C#N)cc1NC(=O)c1cccc(COc2cccc(F)c2)c1,-8.46,ZINC000510787082_docked.dlg,TRUE
8312,ZINC000178492126_docked,C/C=C\c1ccc(OS(=O)(=O)c2ccc(F)cc2C#N)c(OC)c1,-8.46,ZINC000178492126_docked.dlg,TRUE
8313,ZINC000808333397_docked,CS(=O)(=O)c1ccc(S(=O)(=O)Oc2cc(F)cc(C#N)c2)c(Br)c1,-8.46,ZINC000808333397_docked.dlg,FALSE
8314,ZINC000272416133_docked,C[C@H](O)[C@H]1CCN(S(=O)(=O)c2ccc(S(C)(=O)=O)c(F)c2)C1,-8.46,ZINC000272416133_docked.dlg,TRUE
8315,ZINC000771740184_docked,C[C@@H](NC(=O)CNc1ccc(C#N)cc1)[C@@H](O)c1cccc(F)c1,-8.46,ZINC000771740184_docked.dlg,TRUE
8316,ZINC000443019175_docked,Cc1cccc(S(=O)(=O)N[C@H](C)COc2cccc(F)c2)c1C#N,-8.46,ZINC000443019175_docked.dlg,TRUE
8317,ZINC000561688202_docked,N#Cc1cc(F)cc(OCC(=O)N2CCN(Cc3ccccc3)CC2)c1,-8.46,ZINC000561688202_docked.dlg,TRUE
8318,ZINC000360622607_docked,N#Cc1cc(F)ccc1CN1CCC(O)(Cc2ccc(F)cc2)CC1,-8.46,ZINC000360622607_docked.dlg,TRUE
8319,ZINC000510485622_docked,CCCN(CCN1CCCCC1)S(=O)(=O)c1ccc(F)cc1C#N,-8.46,ZINC000510485622_docked.dlg,TRUE
8320,ZINC000128955436_docked,C[C@H](O)[C@H]1CCCN(S(=O)(=O)c2ccc(F)cc2C#N)C1,-8.46,ZINC000128955436_docked.dlg,TRUE
