Ligand Number	Confidence Score
21783	-0.4658
35585	-0.4658
35580	-0.4659
19981	-0.4659
12607	-0.4659
10768	-0.4659
11670	-0.4660
28196	-0.4662
19593	-0.4663
11528	-0.4663
40536	-0.4663
4713	-0.4663
18698	-0.4664
32397	-0.4665
33886	-0.4669
9307	-0.4669
21797	-0.4669
381	-0.4669
16475	-0.4670
17026	-0.4670
27618	-0.4670
36175	-0.4671
36076	-0.4672
36495	-0.4672
4762	-0.4674
19254	-0.4675
29606	-0.4675
10327	-0.4676
11539	-0.4676
19085	-0.4676
2495	-0.4676
33169	-0.4676
472	-0.4677
32703	-0.4678
13760	-0.4678
32082	-0.4678
13021	-0.4679
13590	-0.4679
10364	-0.4680
40571	-0.4681
2532	-0.4681
26573	-0.4682
19680	-0.4682
37026	-0.4683
10604	-0.4683
11486	-0.4683
24378	-0.4683
21732	-0.4684
36012	-0.4685
12029	-0.4685
9432	-0.4685
20487	-0.4685
7809	-0.4686
32928	-0.4687
24157	-0.4687
39813	-0.4687
18480	-0.4688
23018	-0.4688
38748	-0.4689
39966	-0.4689
18288	-0.4689
39494	-0.4689
15025	-0.4690
30621	-0.4690
6572	-0.4691
14364	-0.4692
18529	-0.4692
33221	-0.4693
6063	-0.4693
34625	-0.4694
14042	-0.4695
29353	-0.4695
22269	-0.4695
15899	-0.4695
35503	-0.4696
8563	-0.4696
14468	-0.4696
21908	-0.4696
407	-0.4696
37934	-0.4697
3363	-0.4697
10592	-0.4698
29402	-0.4699
37429	-0.4699
22314	-0.4700
7865	-0.4700
15220	-0.4701
4251	-0.4701
10682	-0.4701
11311	-0.4702
33967	-0.4703
29019	-0.4703
25812	-0.4704
13432	-0.4705
32327	-0.4705
35112	-0.4705
13942	-0.4706
23313	-0.4706
24445	-0.4706
20466	-0.4706
13844	-0.4706
23456	-0.4707
27119	-0.4707
14952	-0.4708
17561	-0.4709
29891	-0.4709
31246	-0.4709
27012	-0.4709
1553	-0.4710
3708	-0.4710
8380	-0.4710
10200	-0.4710
20976	-0.4710
30589	-0.4710
39707	-0.4711
8202	-0.4711
22347	-0.4711
19621	-0.4712
19727	-0.4713
31213	-0.4714
28359	-0.4715
24137	-0.4715
21433	-0.4715
19168	-0.4716
16584	-0.4716
33714	-0.4717
36083	-0.4717
36011	-0.4718
27122	-0.4719
9741	-0.4719
9949	-0.4720
18361	-0.4720
28053	-0.4721
33634	-0.4721
5475	-0.4721
34879	-0.4721
39340	-0.4721
13553	-0.4722
29200	-0.4722
19025	-0.4723
26175	-0.4723
29266	-0.4724
36931	-0.4724
6672	-0.4724
6402	-0.4725
18030	-0.4725
40420	-0.4725
22327	-0.4725
34712	-0.4727
25218	-0.4727
8203	-0.4727
20368	-0.4728
34202	-0.4728
34038	-0.4728
25940	-0.4728
37989	-0.4728
8942	-0.4729
25959	-0.4729
21026	-0.4730
16261	-0.4730
18620	-0.4730
32069	-0.4730
5520	-0.4731
16691	-0.4731
4833	-0.4732
27185	-0.4732
22887	-0.4732
4320	-0.4732
15484	-0.4733
29463	-0.4733
15181	-0.4734
15002	-0.4734
35143	-0.4734
16146	-0.4735
13344	-0.4735
6931	-0.4735
31668	-0.4736
5341	-0.4737
20934	-0.4737
37401	-0.4737
38958	-0.4737
3591	-0.4738
12940	-0.4738
39640	-0.4739
38016	-0.4740
28660	-0.4740
18926	-0.4740
1507	-0.4740
726	-0.4741
36428	-0.4741
14943	-0.4741
626	-0.4741
28479	-0.4742
12624	-0.4742
37528	-0.4742
7299	-0.4742
26455	-0.4742
18304	-0.4744
39473	-0.4745
14077	-0.4746
257	-0.4746
34004	-0.4747
21620	-0.4748
38692	-0.4748
19015	-0.4748
29948	-0.4749
489	-0.4750
5290	-0.4750
23319	-0.4751
9852	-0.4752
22290	-0.4753
25493	-0.4753
23150	-0.4753
35887	-0.4754
4633	-0.4754
8502	-0.4754
8116	-0.4754
3884	-0.4754
13740	-0.4755
16878	-0.4756
38781	-0.4756
9799	-0.4756
23885	-0.4756
4115	-0.4757
22584	-0.4757
29715	-0.4757
34099	-0.4758
18796	-0.4760
30864	-0.4760
11449	-0.4760
12706	-0.4760
17183	-0.4760
30259	-0.4760
39764	-0.4761
26602	-0.4761
22739	-0.4762
21466	-0.4762
21005	-0.4763
37512	-0.4763
19839	-0.4763
15032	-0.4764
19904	-0.4766
33607	-0.4766
17179	-0.4766
12957	-0.4766
31417	-0.4767
12611	-0.4767
1228	-0.4767
23323	-0.4767
34545	-0.4767
8612	-0.4768
23286	-0.4769
38710	-0.4769
1052	-0.4770
9636	-0.4771
18618	-0.4771
2819	-0.4771
7108	-0.4771
6043	-0.4771
31413	-0.4772
38652	-0.4772
19311	-0.4772
7136	-0.4774
32732	-0.4774
2539	-0.4775
24721	-0.4776
18912	-0.4776
6360	-0.4777
991	-0.4777
20897	-0.4779
10110	-0.4779
1223	-0.4780
20933	-0.4780
32805	-0.4781
35411	-0.4781
11304	-0.4782
36213	-0.4782
3186	-0.4782
27943	-0.4783
22980	-0.4783
4792	-0.4783
173	-0.4783
1394	-0.4783
28208	-0.4783
23264	-0.4784
14710	-0.4784
32967	-0.4785
27545	-0.4785
28250	-0.4786
13407	-0.4787
29047	-0.4787
24511	-0.4787
40018	-0.4788
40430	-0.4789
9556	-0.4789
33727	-0.4790
11948	-0.4790
26622	-0.4790
23918	-0.4791
8754	-0.4791
27947	-0.4791
40718	-0.4792
24547	-0.4792
1811	-0.4793
16516	-0.4793
30830	-0.4793
35353	-0.4795
36146	-0.4795
5166	-0.4795
27338	-0.4796
20350	-0.4797
21075	-0.4798
2510	-0.4798
23663	-0.4799
1435	-0.4799
694	-0.4800
24262	-0.4800
39116	-0.4801
24124	-0.4802
21201	-0.4802
18080	-0.4803
7217	-0.4803
3175	-0.4803
21387	-0.4804
38717	-0.4804
37084	-0.4804
35412	-0.4805
22924	-0.4805
23778	-0.4806
39881	-0.4806
16865	-0.4806
13783	-0.4806
1526	-0.4807
13306	-0.4808
35686	-0.4809
8133	-0.4809
40448	-0.4811
9309	-0.4811
29335	-0.4811
28890	-0.4811
17569	-0.4812
30507	-0.4813
14176	-0.4814
18109	-0.4814
37248	-0.4814
24017	-0.4814
36258	-0.4815
4110	-0.4815
10414	-0.4815
3316	-0.4815
32034	-0.4816
39981	-0.4817
22031	-0.4817
9411	-0.4817
6252	-0.4818
37276	-0.4818
25011	-0.4819
21779	-0.4820
21713	-0.4820
36797	-0.4820
7608	-0.4821
32593	-0.4821
26734	-0.4821
22596	-0.4821
8280	-0.4822
1229	-0.4822
39807	-0.4823
7436	-0.4823
9143	-0.4823
7867	-0.4823
28734	-0.4824
21901	-0.4825
32219	-0.4825
2958	-0.4825
16154	-0.4825
1941	-0.4825
23146	-0.4825
33711	-0.4825
33395	-0.4825
568	-0.4826
12067	-0.4826
683	-0.4827
32656	-0.4829
33928	-0.4829
1680	-0.4830
35923	-0.4831
20536	-0.4833
1713	-0.4834
30435	-0.4834
18256	-0.4834
10982	-0.4835
20184	-0.4835
8182	-0.4836
20797	-0.4837
14295	-0.4837
31352	-0.4837
28303	-0.4837
33951	-0.4839
26615	-0.4839
2876	-0.4840
23769	-0.4840
9652	-0.4840
1415	-0.4840
28847	-0.4841
7794	-0.4841
37956	-0.4841
8431	-0.4841
16757	-0.4841
5066	-0.4841
38788	-0.4841
36548	-0.4841
30596	-0.4842
14736	-0.4842
21952	-0.4843
1397	-0.4843
23203	-0.4843
13112	-0.4843
14028	-0.4844
10332	-0.4844
27026	-0.4847
40546	-0.4848
39653	-0.4848
10379	-0.4849
11042	-0.4849
15878	-0.4849
1742	-0.4850
28296	-0.4851
34742	-0.4852
37416	-0.4852
13878	-0.4853
18396	-0.4853
10287	-0.4854
17422	-0.4855
14875	-0.4855
11529	-0.4856
34031	-0.4856
23912	-0.4856
22964	-0.4856
34654	-0.4857
3342	-0.4857
14789	-0.4857
31899	-0.4857
10659	-0.4858
22986	-0.4859
15235	-0.4859
28541	-0.4860
120	-0.4860
14263	-0.4860
16613	-0.4861
28593	-0.4861
38716	-0.4862
38678	-0.4863
32234	-0.4864
22369	-0.4864
4732	-0.4865
20878	-0.4865
14612	-0.4865
8978	-0.4867
25569	-0.4867
24411	-0.4868
2083	-0.4868
16054	-0.4868
40838	-0.4869
4825	-0.4869
28965	-0.4869
34961	-0.4870
39599	-0.4870
21139	-0.4870
16605	-0.4870
2790	-0.4872
22023	-0.4872
31313	-0.4873
13025	-0.4873
11607	-0.4874
28418	-0.4874
3425	-0.4874
12845	-0.4874
2064	-0.4874
22349	-0.4875
24570	-0.4876
22240	-0.4876
10623	-0.4877
32400	-0.4879
1973	-0.4879
39554	-0.4879
4227	-0.4879
34302	-0.4881
4486	-0.4882
21324	-0.4883
8937	-0.4883
24150	-0.4883
16216	-0.4883
12677	-0.4884
35762	-0.4884
13218	-0.4884
28472	-0.4884
2557	-0.4885
25911	-0.4885
604	-0.4886
699	-0.4886
15795	-0.4887
30464	-0.4887
5618	-0.4888
17278	-0.4889
40909	-0.4890
40399	-0.4890
18200	-0.4890
13046	-0.4890
2779	-0.4891
16921	-0.4894
15452	-0.4895
5498	-0.4895
20274	-0.4895
5363	-0.4895
14180	-0.4896
18966	-0.4896
39317	-0.4897
16572	-0.4897
20388	-0.4897
20859	-0.4897
14255	-0.4898
10680	-0.4899
18913	-0.4899
17384	-0.4899
40859	-0.4900
31809	-0.4900
3094	-0.4900
17529	-0.4901
26552	-0.4901
826	-0.4901
36237	-0.4901
28106	-0.4901
29170	-0.4902
38117	-0.4903
29184	-0.4903
6211	-0.4904
24357	-0.4904
34648	-0.4906
13470	-0.4906
15082	-0.4906
35941	-0.4906
13030	-0.4907
34007	-0.4907
33914	-0.4908
14697	-0.4908
1128	-0.4908
9332	-0.4908
21365	-0.4910
24447	-0.4910
26139	-0.4910
11078	-0.4910
20820	-0.4911
5641	-0.4911
23375	-0.4911
35063	-0.4912
33654	-0.4913
40013	-0.4914
6743	-0.4914
29490	-0.4914
2199	-0.4914
32464	-0.4915
3017	-0.4915
26827	-0.4915
6582	-0.4915
14565	-0.4915
20140	-0.4915
25729	-0.4916
15821	-0.4916
14656	-0.4916
26113	-0.4916
34069	-0.4918
8241	-0.4918
13462	-0.4918
21949	-0.4919
5796	-0.4920
39706	-0.4921
24026	-0.4922
5655	-0.4923
34765	-0.4923
25384	-0.4923
20252	-0.4924
1555	-0.4924
33595	-0.4924
32596	-0.4924
39264	-0.4925
35437	-0.4925
21611	-0.4927
40006	-0.4928
3967	-0.4929
14025	-0.4929
22495	-0.4929
23906	-0.4930
16245	-0.4930
19130	-0.4930
13303	-0.4930
35918	-0.4930
9524	-0.4930
8850	-0.4931
2980	-0.4932
16715	-0.4932
20289	-0.4933
34481	-0.4933
29649	-0.4933
11293	-0.4933
3837	-0.4934
34568	-0.4934
33402	-0.4934
13487	-0.4934
16193	-0.4934
8028	-0.4935
36299	-0.4938
35574	-0.4938
18382	-0.4938
26022	-0.4938
7050	-0.4938
23399	-0.4939
28336	-0.4939
1089	-0.4939
22806	-0.4940
8617	-0.4940
22108	-0.4940
3008	-0.4940
39097	-0.4940
29937	-0.4940
29269	-0.4940
28672	-0.4941
40068	-0.4941
2030	-0.4941
7851	-0.4944
26643	-0.4944
22499	-0.4944
15101	-0.4945
28621	-0.4945
25037	-0.4946
15333	-0.4946
18380	-0.4946
37065	-0.4946
24279	-0.4947
36037	-0.4947
25263	-0.4948
34167	-0.4948
5613	-0.4948
36246	-0.4948
9901	-0.4949
11536	-0.4950
25549	-0.4951
21244	-0.4951
10782	-0.4951
33416	-0.4952
38087	-0.4952
38670	-0.4953
32093	-0.4953
9798	-0.4953
4531	-0.4954
37844	-0.4954
17518	-0.4955
33418	-0.4955
18005	-0.4955
31504	-0.4955
13384	-0.4955
30705	-0.4955
30480	-0.4956
11364	-0.4956
28567	-0.4957
26922	-0.4957
10252	-0.4957
10146	-0.4958
1291	-0.4958
38504	-0.4958
30790	-0.4959
19421	-0.4959
29028	-0.4959
34144	-0.4959
25954	-0.4960
30176	-0.4961
33265	-0.4961
4242	-0.4962
3279	-0.4962
7389	-0.4963
15229	-0.4963
2492	-0.4963
26159	-0.4963
12950	-0.4963
3343	-0.4964
28302	-0.4964
31207	-0.4964
30653	-0.4965
8014	-0.4965
28441	-0.4965
38454	-0.4965
21382	-0.4965
35709	-0.4966
31744	-0.4967
20916	-0.4968
23577	-0.4968
36238	-0.4968
6776	-0.4969
23573	-0.4969
19984	-0.4972
32172	-0.4972
17118	-0.4972
25744	-0.4973
33451	-0.4973
28075	-0.4974
16357	-0.4974
9178	-0.4975
2330	-0.4976
33123	-0.4978
10419	-0.4978
40889	-0.4978
17072	-0.4979
33929	-0.4979
5140	-0.4979
30510	-0.4979
39931	-0.4979
6082	-0.4980
20802	-0.4981
11543	-0.4981
34435	-0.4981
17739	-0.4981
30777	-0.4981
29405	-0.4981
24939	-0.4981
31892	-0.4982
38723	-0.4982
10545	-0.4984
657	-0.4984
33732	-0.4984
7134	-0.4985
22722	-0.4985
10362	-0.4985
38068	-0.4985
18807	-0.4986
27704	-0.4986
13648	-0.4986
10003	-0.4987
24982	-0.4987
8916	-0.4987
21876	-0.4988
35863	-0.4988
33005	-0.4988
31486	-0.4988
26004	-0.4990
33321	-0.4990
5999	-0.4991
23968	-0.4991
29025	-0.4991
22126	-0.4992
28511	-0.4992
3492	-0.4993
28017	-0.4993
3622	-0.4994
18447	-0.4995
17019	-0.4995
16517	-0.4995
31148	-0.4995
17291	-0.4995
35294	-0.4996
27660	-0.4996
11417	-0.4996
36464	-0.4996
9979	-0.4996
38487	-0.4997
193	-0.4997
33359	-0.4997
10352	-0.4998
34408	-0.4999
25587	-0.4999
20921	-0.4999
1138	-0.5000
12518	-0.5001
22411	-0.5001
31833	-0.5002
4570	-0.5002
24848	-0.5002
16699	-0.5002
40263	-0.5003
16491	-0.5003
13400	-0.5004
19641	-0.5004
3604	-0.5004
33953	-0.5005
14601	-0.5005
18433	-0.5005
5802	-0.5005
38981	-0.5005
12448	-0.5005
11203	-0.5005
29805	-0.5006
35919	-0.5007
15869	-0.5007
11569	-0.5007
28165	-0.5007
6495	-0.5007
36140	-0.5007
25229	-0.5007
16254	-0.5008
8070	-0.5008
7733	-0.5008
6033	-0.5008
681	-0.5008
39434	-0.5009
39318	-0.5009
1335	-0.5009
31388	-0.5009
16999	-0.5010
23961	-0.5011
29688	-0.5012
3810	-0.5014
32376	-0.5015
29609	-0.5015
11754	-0.5015
16020	-0.5015
5354	-0.5015
28360	-0.5016
22287	-0.5016
25001	-0.5017
28011	-0.5018
22821	-0.5018
20068	-0.5019
1488	-0.5020
30154	-0.5020
22456	-0.5020
10038	-0.5021
36154	-0.5021
16663	-0.5022
31363	-0.5023
29226	-0.5023
5232	-0.5023
749	-0.5024
19728	-0.5024
15177	-0.5024
7996	-0.5025
27449	-0.5025
4342	-0.5025
3533	-0.5025
34470	-0.5025
136	-0.5026
3985	-0.5026
18294	-0.5026
32521	-0.5027
40077	-0.5029
15194	-0.5029
25366	-0.5029
33014	-0.5029
13499	-0.5030
20548	-0.5030
30406	-0.5030
39480	-0.5030
14429	-0.5031
19701	-0.5031
35579	-0.5032
9363	-0.5032
28912	-0.5032
6135	-0.5033
26627	-0.5033
27726	-0.5033
14704	-0.5033
27597	-0.5033
18418	-0.5034
23560	-0.5035
2579	-0.5035
8090	-0.5035
5129	-0.5036
2775	-0.5036
7950	-0.5036
30684	-0.5037
8703	-0.5037
460	-0.5038
7357	-0.5038
21753	-0.5039
12061	-0.5040
38573	-0.5040
33483	-0.5041
34263	-0.5041
32359	-0.5041
40015	-0.5042
22070	-0.5042
520	-0.5042
16284	-0.5042
26054	-0.5043
3970	-0.5043
12720	-0.5044
16455	-0.5044
27510	-0.5045
31527	-0.5045
6899	-0.5045
7904	-0.5045
36130	-0.5045
16506	-0.5046
4195	-0.5046
25742	-0.5046
2321	-0.5046
40323	-0.5046
5757	-0.5047
6132	-0.5048
31752	-0.5049
9580	-0.5049
14613	-0.5049
35193	-0.5050
15527	-0.5051
24711	-0.5052
6095	-0.5053
4374	-0.5053
18548	-0.5053
34131	-0.5053
36591	-0.5055
24588	-0.5055
10904	-0.5055
9310	-0.5056
6379	-0.5057
36319	-0.5057
23188	-0.5058
30994	-0.5058
18194	-0.5058
12453	-0.5059
17677	-0.5059
6012	-0.5060
40140	-0.5060
39173	-0.5060
729	-0.5060
29875	-0.5061
36285	-0.5062
10062	-0.5062
17523	-0.5062
28828	-0.5063
3812	-0.5063
26646	-0.5064
11975	-0.5064
17490	-0.5064
12693	-0.5064
18156	-0.5065
32055	-0.5065
30761	-0.5065
9563	-0.5066
12094	-0.5066
11259	-0.5067
8499	-0.5068
11215	-0.5068
3664	-0.5068
559	-0.5068
7185	-0.5068
4363	-0.5068
29372	-0.5068
22326	-0.5069
25370	-0.5069
28858	-0.5069
38253	-0.5070
4402	-0.5070
24582	-0.5070
29166	-0.5070
15371	-0.5071
33306	-0.5071
38142	-0.5071
9058	-0.5071
10351	-0.5072
9659	-0.5072
26694	-0.5072
8918	-0.5072
19071	-0.5072
27237	-0.5072
29409	-0.5074
30443	-0.5074
5589	-0.5074
37963	-0.5075
32148	-0.5075
24791	-0.5075
23096	-0.5076
4005	-0.5077
35517	-0.5077
18376	-0.5078
40898	-0.5079
40501	-0.5080
30727	-0.5080
19368	-0.5080
37297	-0.5081
19123	-0.5082
24981	-0.5082
29809	-0.5082
20265	-0.5082
33091	-0.5083
25006	-0.5083
33144	-0.5084
5661	-0.5084
25374	-0.5084
1852	-0.5084
35007	-0.5084
39626	-0.5084
19400	-0.5085
20000	-0.5085
15783	-0.5085
14824	-0.5085
5979	-0.5086
20781	-0.5087
27802	-0.5087
34732	-0.5087
29023	-0.5087
14515	-0.5087
37381	-0.5087
6850	-0.5089
24430	-0.5089
39921	-0.5090
23833	-0.5090
12959	-0.5090
6425	-0.5091
6597	-0.5091
6413	-0.5092
33548	-0.5092
4380	-0.5092
2483	-0.5092
25181	-0.5093
7037	-0.5094
18974	-0.5094
15566	-0.5095
3528	-0.5095
16862	-0.5096
33324	-0.5097
23362	-0.5098
17625	-0.5098
20015	-0.5098
17552	-0.5099
34985	-0.5100
23693	-0.5100
9451	-0.5100
1372	-0.5100
7989	-0.5101
23652	-0.5103
24819	-0.5104
1478	-0.5104
8405	-0.5106
39526	-0.5106
17815	-0.5108
6755	-0.5108
8138	-0.5109
9320	-0.5111
7525	-0.5111
6617	-0.5111
2169	-0.5111
22158	-0.5111
23642	-0.5111
1033	-0.5112
15046	-0.5112
39190	-0.5112
28936	-0.5113
6700	-0.5113
21835	-0.5114
3214	-0.5114
25597	-0.5114
29139	-0.5114
5678	-0.5115
37018	-0.5115
22408	-0.5115
14957	-0.5116
1060	-0.5117
16334	-0.5117
31832	-0.5117
36412	-0.5117
21855	-0.5118
24236	-0.5119
15808	-0.5120
14839	-0.5121
31035	-0.5121
30123	-0.5122
33222	-0.5122
35848	-0.5122
30050	-0.5122
36135	-0.5122
27638	-0.5122
28390	-0.5122
25813	-0.5124
24752	-0.5124
6616	-0.5125
28084	-0.5125
24678	-0.5125
35461	-0.5126
22537	-0.5126
13494	-0.5128
27881	-0.5128
19622	-0.5128
23253	-0.5129
37842	-0.5129
22968	-0.5130
28769	-0.5130
25942	-0.5130
26167	-0.5130
35771	-0.5130
14949	-0.5131
2844	-0.5131
9989	-0.5131
4032	-0.5132
14222	-0.5132
40640	-0.5133
38434	-0.5133
24516	-0.5133
37398	-0.5134
34593	-0.5134
29967	-0.5134
18527	-0.5134
12116	-0.5135
11546	-0.5135
22156	-0.5135
20805	-0.5136
12695	-0.5136
34376	-0.5136
27569	-0.5137
3146	-0.5139
35945	-0.5139
23433	-0.5140
11384	-0.5140
7521	-0.5141
17349	-0.5142
31915	-0.5142
24070	-0.5142
20225	-0.5143
11338	-0.5143
28945	-0.5144
4623	-0.5144
37908	-0.5145
31558	-0.5146
40175	-0.5146
14889	-0.5146
14807	-0.5146
10411	-0.5147
16863	-0.5147
18790	-0.5148
15386	-0.5149
8068	-0.5149
32023	-0.5150
23944	-0.5151
27415	-0.5151
14431	-0.5151
5988	-0.5151
29350	-0.5152
38048	-0.5153
17023	-0.5153
22708	-0.5153
29291	-0.5153
7025	-0.5153
25585	-0.5153
32243	-0.5153
34678	-0.5154
2614	-0.5154
39862	-0.5154
27374	-0.5155
1238	-0.5155
16347	-0.5157
27516	-0.5158
12838	-0.5158
2470	-0.5158
1260	-0.5158
9386	-0.5159
19125	-0.5159
26963	-0.5159
2880	-0.5160
16577	-0.5161
32746	-0.5162
26274	-0.5162
20910	-0.5162
34345	-0.5162
4013	-0.5162
26048	-0.5162
6807	-0.5162
39854	-0.5163
15470	-0.5164
980	-0.5164
4068	-0.5164
18706	-0.5165
39304	-0.5167
1787	-0.5167
24333	-0.5167
38853	-0.5167
20569	-0.5168
12022	-0.5168
19392	-0.5169
35225	-0.5169
5601	-0.5170
19561	-0.5171
31063	-0.5171
4562	-0.5171
2676	-0.5172
38686	-0.5174
12039	-0.5174
14093	-0.5174
25529	-0.5174
4203	-0.5175
23462	-0.5175
11464	-0.5176
26344	-0.5176
14552	-0.5177
976	-0.5177
25878	-0.5177
9489	-0.5178
11040	-0.5179
39763	-0.5179
14495	-0.5180
16371	-0.5180
23969	-0.5180
34424	-0.5182
40853	-0.5182
34636	-0.5184
37532	-0.5185
11497	-0.5186
37371	-0.5186
34036	-0.5186
32993	-0.5187
26373	-0.5187
1045	-0.5187
29614	-0.5189
17867	-0.5189
6369	-0.5190
24717	-0.5190
37424	-0.5191
276	-0.5191
21938	-0.5191
11487	-0.5191
17469	-0.5191
6764	-0.5191
121	-0.5192
27784	-0.5192
19842	-0.5192
3443	-0.5192
6398	-0.5193
33103	-0.5194
6938	-0.5194
22497	-0.5194
39855	-0.5195
26166	-0.5195
26937	-0.5195
25672	-0.5196
32476	-0.5196
16551	-0.5197
35666	-0.5197
19195	-0.5198
15843	-0.5198
18286	-0.5199
32747	-0.5199
2544	-0.5199
36583	-0.5200
35462	-0.5200
38241	-0.5200
37240	-0.5200
19765	-0.5201
14709	-0.5202
39562	-0.5202
13849	-0.5202
8108	-0.5202
27827	-0.5202
3233	-0.5202
35752	-0.5203
1669	-0.5203
22977	-0.5204
34137	-0.5205
37286	-0.5205
5197	-0.5205
14581	-0.5205
7107	-0.5206
22861	-0.5206
9099	-0.5206
12129	-0.5207
7091	-0.5207
37095	-0.5207
21512	-0.5207
38164	-0.5207
6440	-0.5207
5570	-0.5207
27194	-0.5208
40251	-0.5208
33761	-0.5208
9290	-0.5209
20892	-0.5209
20678	-0.5210
35355	-0.5211
2542	-0.5212
11152	-0.5212
3313	-0.5212
17737	-0.5212
18837	-0.5212
31030	-0.5213
30556	-0.5214
21353	-0.5214
25256	-0.5215
24154	-0.5216
1987	-0.5216
26291	-0.5216
25801	-0.5217
12086	-0.5217
28702	-0.5218
37064	-0.5218
15586	-0.5219
21761	-0.5219
31869	-0.5219
7294	-0.5219
2018	-0.5219
27131	-0.5220
8691	-0.5220
1763	-0.5221
837	-0.5221
16013	-0.5222
18223	-0.5222
24109	-0.5222
930	-0.5223
6081	-0.5223
28194	-0.5223
2667	-0.5223
2502	-0.5223
5371	-0.5224
34253	-0.5224
37966	-0.5224
37393	-0.5225
35877	-0.5225
39426	-0.5226
39752	-0.5226
14265	-0.5226
10957	-0.5226
24925	-0.5227
35008	-0.5227
17565	-0.5227
5880	-0.5227
35452	-0.5228
16336	-0.5228
18556	-0.5228
26829	-0.5229
14439	-0.5229
7486	-0.5230
8977	-0.5230
35466	-0.5231
30385	-0.5231
11512	-0.5231
1425	-0.5231
31382	-0.5232
32302	-0.5232
12610	-0.5233
786	-0.5233
26792	-0.5233
2268	-0.5233
33883	-0.5234
9952	-0.5235
34086	-0.5236
25720	-0.5236
4178	-0.5237
12646	-0.5237
39565	-0.5237
19425	-0.5238
23592	-0.5238
8663	-0.5238
323	-0.5239
29085	-0.5239
33156	-0.5240
23993	-0.5240
24786	-0.5240
32298	-0.5240
18886	-0.5241
748	-0.5241
3340	-0.5242
6054	-0.5243
40060	-0.5243
18330	-0.5244
33227	-0.5244
23678	-0.5244
34744	-0.5245
6625	-0.5245
110	-0.5245
13007	-0.5246
22280	-0.5247
8277	-0.5247
15458	-0.5248
23459	-0.5248
4980	-0.5249
36257	-0.5249
7345	-0.5250
23488	-0.5250
13133	-0.5251
17094	-0.5251
10280	-0.5251
22857	-0.5252
33362	-0.5252
21877	-0.5252
19446	-0.5252
25078	-0.5252
1899	-0.5253
40340	-0.5253
9120	-0.5253
1073	-0.5253
14589	-0.5253
3569	-0.5253
19524	-0.5253
11442	-0.5254
17880	-0.5254
17044	-0.5255
29807	-0.5255
23736	-0.5255
12591	-0.5256
7384	-0.5256
14297	-0.5256
5633	-0.5257
31747	-0.5257
40701	-0.5257
15114	-0.5258
13141	-0.5259
7709	-0.5259
13826	-0.5259
14086	-0.5259
10952	-0.5259
23978	-0.5259
32114	-0.5260
32019	-0.5260
5105	-0.5260
34534	-0.5262
12082	-0.5262
34336	-0.5263
28640	-0.5264
18163	-0.5265
21818	-0.5265
38835	-0.5265
21921	-0.5266
39158	-0.5266
23658	-0.5266
25489	-0.5267
1735	-0.5268
18236	-0.5268
19284	-0.5268
27009	-0.5269
39295	-0.5270
19779	-0.5270
20491	-0.5270
27625	-0.5271
40665	-0.5271
550	-0.5272
29264	-0.5272
11766	-0.5273
27492	-0.5273
20352	-0.5274
21092	-0.5275
8522	-0.5275
33171	-0.5276
2644	-0.5276
9805	-0.5276
40026	-0.5277
19432	-0.5278
25843	-0.5278
6895	-0.5278
36414	-0.5278
20796	-0.5278
31520	-0.5279
2458	-0.5279
31169	-0.5279
9015	-0.5279
29334	-0.5279
10469	-0.5279
22496	-0.5280
26027	-0.5280
27074	-0.5280
4920	-0.5280
40548	-0.5281
25624	-0.5281
32301	-0.5281
14167	-0.5282
5611	-0.5283
22805	-0.5283
35988	-0.5283
7343	-0.5283
4807	-0.5284
16957	-0.5284
10123	-0.5284
22441	-0.5284
8216	-0.5286
33442	-0.5286
16721	-0.5286
39394	-0.5287
13305	-0.5287
15428	-0.5287
9421	-0.5287
22965	-0.5289
18575	-0.5289
23783	-0.5290
879	-0.5290
2318	-0.5290
32363	-0.5290
28454	-0.5290
10813	-0.5291
24135	-0.5292
39053	-0.5293
35374	-0.5294
34652	-0.5294
25518	-0.5294
19828	-0.5295
11458	-0.5295
11489	-0.5295
7717	-0.5296
402	-0.5296
19162	-0.5296
18164	-0.5296
20708	-0.5297
15837	-0.5298
14555	-0.5299
39342	-0.5300
15965	-0.5301
4703	-0.5301
34314	-0.5302
6038	-0.5302
38284	-0.5302
87	-0.5303
35962	-0.5303
36870	-0.5303
29980	-0.5303
26306	-0.5303
10988	-0.5304
14762	-0.5304
38296	-0.5305
40156	-0.5306
6711	-0.5307
20088	-0.5307
34279	-0.5307
2020	-0.5307
22482	-0.5308
35264	-0.5308
13943	-0.5309
5098	-0.5310
11063	-0.5310
5766	-0.5310
27551	-0.5311
17885	-0.5311
5473	-0.5311
24106	-0.5311
13395	-0.5311
16398	-0.5312
31188	-0.5312
16227	-0.5312
5446	-0.5312
31797	-0.5313
37437	-0.5313
34306	-0.5315
4120	-0.5315
30975	-0.5316
40476	-0.5316
30753	-0.5316
36951	-0.5316
32349	-0.5317
10787	-0.5317
40104	-0.5317
14912	-0.5318
8509	-0.5318
23612	-0.5318
8013	-0.5318
36766	-0.5319
15259	-0.5319
4033	-0.5321
18218	-0.5321
15473	-0.5321
33	-0.5322
19458	-0.5322
10274	-0.5323
40033	-0.5323
22250	-0.5324
23265	-0.5324
24422	-0.5325
12758	-0.5325
33450	-0.5326
