Ligand Number	Confidence Score
29461	0.3679
17949	0.3679
33756	0.3678
4326	0.3677
27061	0.3677
33173	0.3677
8633	0.3675
28468	0.3675
34272	0.3675
35495	0.3675
7633	0.3674
5219	0.3674
30292	0.3673
6009	0.3672
33150	0.3672
9610	0.3671
12686	0.3671
17579	0.3670
642	0.3670
3136	0.3669
10900	0.3668
3099	0.3668
4209	0.3665
18750	0.3665
17989	0.3665
19246	0.3664
19358	0.3664
10224	0.3664
12645	0.3664
39055	0.3663
7219	0.3662
18384	0.3662
12923	0.3661
2732	0.3660
33935	0.3659
31874	0.3659
21502	0.3659
30706	0.3658
37623	0.3658
15079	0.3657
15715	0.3657
1581	0.3657
4031	0.3656
469	0.3656
13581	0.3655
38887	0.3654
32916	0.3653
33436	0.3653
39203	0.3652
12981	0.3652
11986	0.3652
12402	0.3652
35866	0.3650
20868	0.3647
40466	0.3645
31039	0.3645
37323	0.3645
19213	0.3645
17434	0.3644
1094	0.3643
2351	0.3642
36900	0.3641
33922	0.3639
34168	0.3639
7367	0.3638
3260	0.3638
19579	0.3638
14562	0.3638
40566	0.3638
35598	0.3637
20351	0.3636
27247	0.3636
16462	0.3636
165	0.3634
37994	0.3633
6376	0.3632
34449	0.3631
19575	0.3631
2189	0.3630
14044	0.3628
13823	0.3628
23761	0.3628
4693	0.3627
3991	0.3626
40329	0.3625
9243	0.3624
19866	0.3624
32468	0.3624
39111	0.3624
6182	0.3623
32027	0.3620
38635	0.3619
20409	0.3618
33111	0.3617
267	0.3617
11972	0.3614
27384	0.3614
36178	0.3613
15173	0.3612
40545	0.3610
105	0.3609
12463	0.3609
3249	0.3609
36806	0.3609
4926	0.3609
28744	0.3607
36993	0.3607
14261	0.3606
38380	0.3606
25771	0.3606
25132	0.3606
8727	0.3604
9129	0.3601
13290	0.3599
37487	0.3599
34856	0.3599
36310	0.3598
5463	0.3598
40845	0.3598
6327	0.3597
2142	0.3597
37584	0.3597
22528	0.3596
22875	0.3596
28786	0.3596
28770	0.3595
32324	0.3595
38922	0.3595
4315	0.3594
19278	0.3594
12131	0.3593
38856	0.3593
17149	0.3592
1817	0.3590
18108	0.3590
23334	0.3590
2077	0.3589
7209	0.3589
31922	0.3589
40194	0.3589
4356	0.3587
28069	0.3587
13338	0.3586
897	0.3586
32869	0.3584
36212	0.3584
1202	0.3582
30526	0.3581
31891	0.3580
21410	0.3579
22486	0.3579
31040	0.3579
34814	0.3578
33428	0.3578
31311	0.3577
38349	0.3577
37410	0.3574
15409	0.3573
28205	0.3573
33232	0.3572
4747	0.3571
35258	0.3570
7455	0.3569
10063	0.3568
14507	0.3567
21308	0.3567
30194	0.3566
31232	0.3566
1010	0.3566
20661	0.3566
6295	0.3565
32872	0.3563
35758	0.3562
11878	0.3562
4247	0.3561
23423	0.3560
2452	0.3560
22687	0.3559
30571	0.3558
34027	0.3558
31665	0.3557
26960	0.3556
36359	0.3555
28307	0.3554
18568	0.3554
30898	0.3553
26541	0.3553
37033	0.3553
31420	0.3551
4529	0.3550
15098	0.3550
40768	0.3550
24724	0.3550
19319	0.3549
1243	0.3548
31924	0.3548
12244	0.3547
10326	0.3546
35525	0.3546
29424	0.3545
6193	0.3544
5930	0.3544
34278	0.3544
1492	0.3544
20973	0.3543
3020	0.3543
32167	0.3543
16059	0.3542
38004	0.3541
17186	0.3541
32603	0.3539
20233	0.3539
484	0.3539
9540	0.3538
19894	0.3537
38763	0.3536
1405	0.3535
21746	0.3534
6937	0.3532
17174	0.3531
563	0.3531
34382	0.3530
38204	0.3529
37423	0.3529
25934	0.3527
8861	0.3526
39015	0.3526
30483	0.3526
19242	0.3523
38755	0.3523
10664	0.3522
38023	0.3521
26202	0.3520
23698	0.3520
39675	0.3520
39548	0.3519
28512	0.3518
14777	0.3518
27189	0.3518
5191	0.3518
17470	0.3518
11709	0.3517
18219	0.3516
15413	0.3516
35177	0.3512
208	0.3512
27203	0.3510
7484	0.3510
29470	0.3508
19270	0.3507
14996	0.3507
14924	0.3507
37748	0.3507
6055	0.3506
14758	0.3504
18742	0.3502
697	0.3502
7464	0.3501
15072	0.3500
31622	0.3500
21911	0.3499
33854	0.3498
33218	0.3498
18462	0.3498
12964	0.3497
26162	0.3496
18011	0.3493
28546	0.3493
22503	0.3492
26952	0.3492
32542	0.3491
38979	0.3491
17756	0.3491
28932	0.3491
36271	0.3491
27609	0.3490
18661	0.3489
35564	0.3488
11963	0.3488
10454	0.3487
12190	0.3487
31816	0.3486
40622	0.3485
30907	0.3485
39178	0.3485
1142	0.3482
34952	0.3482
21067	0.3481
29708	0.3480
21831	0.3480
39803	0.3480
5240	0.3480
40305	0.3479
9787	0.3478
17120	0.3478
12100	0.3477
14778	0.3477
33599	0.3476
1484	0.3476
8530	0.3476
10922	0.3476
37096	0.3476
35245	0.3475
29778	0.3475
29044	0.3475
8829	0.3474
967	0.3472
34624	0.3472
28068	0.3472
38645	0.3471
37012	0.3471
7605	0.3471
33960	0.3469
37189	0.3468
23182	0.3468
2877	0.3467
1262	0.3466
40550	0.3465
14349	0.3463
19855	0.3463
40745	0.3463
26967	0.3461
27253	0.3461
23268	0.3458
31343	0.3457
33838	0.3456
16317	0.3455
11572	0.3455
37383	0.3453
3938	0.3453
3720	0.3452
21354	0.3448
27021	0.3447
2235	0.3445
12742	0.3445
31139	0.3444
19676	0.3443
27883	0.3442
8418	0.3440
39889	0.3440
30970	0.3438
6486	0.3438
28277	0.3437
309	0.3437
16823	0.3433
12053	0.3433
31843	0.3433
31761	0.3432
32591	0.3432
19530	0.3432
1392	0.3431
20341	0.3427
24708	0.3427
13449	0.3427
12356	0.3426
36484	0.3425
6475	0.3425
30100	0.3425
682	0.3424
8632	0.3424
1331	0.3423
34573	0.3423
18188	0.3422
11660	0.3421
616	0.3421
12405	0.3421
13961	0.3419
10265	0.3419
38855	0.3419
37853	0.3419
5502	0.3418
20150	0.3415
22789	0.3413
25383	0.3412
25789	0.3412
22183	0.3411
14186	0.3411
38697	0.3409
40702	0.3408
5319	0.3408
19886	0.3408
36498	0.3407
21472	0.3407
12349	0.3406
16958	0.3405
2392	0.3405
5272	0.3405
4286	0.3405
1631	0.3404
16951	0.3401
3294	0.3400
17652	0.3400
39040	0.3400
18783	0.3400
6512	0.3400
16078	0.3400
5995	0.3399
1675	0.3399
20855	0.3399
23578	0.3398
36403	0.3397
4481	0.3397
9404	0.3396
28082	0.3396
34492	0.3396
3782	0.3395
20199	0.3395
23664	0.3395
9289	0.3395
23786	0.3394
26361	0.3394
14267	0.3394
21014	0.3394
19594	0.3391
37491	0.3390
25935	0.3390
37734	0.3389
36597	0.3388
18054	0.3388
13945	0.3387
13162	0.3387
26165	0.3387
29115	0.3387
1706	0.3387
15536	0.3386
12933	0.3386
28495	0.3385
8846	0.3384
15939	0.3384
27640	0.3384
11100	0.3384
15335	0.3384
24585	0.3383
22753	0.3382
8865	0.3382
10598	0.3379
10597	0.3379
13864	0.3378
32696	0.3377
21025	0.3377
37415	0.3376
36876	0.3374
38916	0.3373
34675	0.3373
33687	0.3372
34129	0.3371
30969	0.3370
8680	0.3368
37261	0.3368
8457	0.3367
480	0.3367
36052	0.3367
4431	0.3366
22207	0.3366
24501	0.3366
22601	0.3365
17818	0.3364
12536	0.3363
11082	0.3362
18116	0.3360
33660	0.3360
6648	0.3359
6928	0.3358
33075	0.3357
25016	0.3356
26099	0.3355
30848	0.3354
29205	0.3354
7866	0.3353
29078	0.3352
31515	0.3352
15780	0.3351
26931	0.3351
21735	0.3351
33679	0.3349
19905	0.3349
23041	0.3348
29321	0.3348
16384	0.3348
19070	0.3348
35274	0.3348
6975	0.3347
11722	0.3347
19493	0.3347
31219	0.3347
35886	0.3345
24597	0.3344
30449	0.3344
33056	0.3343
2073	0.3342
35932	0.3342
20479	0.3340
6951	0.3338
36099	0.3338
8575	0.3337
1908	0.3337
11854	0.3337
32118	0.3337
31795	0.3336
11389	0.3336
40662	0.3336
38873	0.3335
18908	0.3334
18131	0.3333
1860	0.3333
10159	0.3333
38861	0.3332
29104	0.3332
31018	0.3331
4743	0.3330
5387	0.3329
13209	0.3328
3184	0.3328
37830	0.3328
3172	0.3326
27691	0.3326
36847	0.3326
32507	0.3325
4215	0.3325
13073	0.3325
14493	0.3324
6394	0.3323
23331	0.3323
17841	0.3323
5734	0.3323
2618	0.3323
21340	0.3323
36850	0.3321
22479	0.3321
34150	0.3320
15824	0.3320
20741	0.3320
9435	0.3319
31025	0.3319
21974	0.3316
29483	0.3316
15752	0.3316
5457	0.3316
32638	0.3316
24361	0.3315
35338	0.3315
34478	0.3314
15925	0.3314
7291	0.3312
11187	0.3312
6952	0.3311
35524	0.3311
39746	0.3310
35813	0.3310
25191	0.3310
5921	0.3309
35602	0.3308
128	0.3308
1146	0.3307
24631	0.3307
29039	0.3306
3546	0.3306
12072	0.3304
9864	0.3304
8773	0.3304
37086	0.3303
9622	0.3302
19047	0.3302
15041	0.3301
16995	0.3301
33155	0.3300
22726	0.3299
13990	0.3298
29830	0.3298
8233	0.3298
24968	0.3298
24748	0.3297
11045	0.3297
23075	0.3296
6160	0.3296
20415	0.3296
20962	0.3296
29622	0.3295
12408	0.3295
33531	0.3294
32083	0.3293
24228	0.3293
25298	0.3293
38746	0.3292
8741	0.3292
24931	0.3292
21586	0.3291
23871	0.3290
13262	0.3290
32362	0.3290
25280	0.3289
20104	0.3288
31680	0.3286
1986	0.3284
32809	0.3284
35839	0.3283
27752	0.3283
23115	0.3280
17086	0.3280
38708	0.3280
2809	0.3279
4605	0.3277
3681	0.3277
24847	0.3277
11649	0.3277
4786	0.3276
25364	0.3275
35979	0.3275
27502	0.3274
37494	0.3274
10697	0.3273
35701	0.3273
36347	0.3272
15068	0.3272
12124	0.3271
14314	0.3271
5078	0.3271
28042	0.3270
39581	0.3270
24514	0.3269
24398	0.3269
5584	0.3268
17711	0.3268
39590	0.3267
4534	0.3267
30163	0.3267
25979	0.3267
33154	0.3266
16457	0.3266
21341	0.3265
20862	0.3264
39969	0.3264
32913	0.3263
9060	0.3263
15672	0.3263
5785	0.3262
27743	0.3262
39062	0.3262
2357	0.3261
36456	0.3261
28975	0.3258
28782	0.3257
20142	0.3257
6880	0.3256
18	0.3256
11774	0.3255
16859	0.3255
9091	0.3255
30442	0.3254
20489	0.3254
11655	0.3253
3634	0.3253
18591	0.3253
2587	0.3252
22862	0.3250
283	0.3250
33263	0.3250
16730	0.3248
17002	0.3247
30328	0.3247
24204	0.3245
17884	0.3244
17439	0.3244
20279	0.3244
18152	0.3243
21736	0.3243
32323	0.3243
32723	0.3243
2743	0.3242
25342	0.3242
2515	0.3242
21490	0.3241
40601	0.3241
36104	0.3241
15578	0.3241
2719	0.3240
27295	0.3239
35190	0.3239
15606	0.3239
11402	0.3239
21447	0.3238
7686	0.3238
26269	0.3237
20675	0.3237
40313	0.3237
13216	0.3236
24438	0.3236
536	0.3236
25754	0.3236
38481	0.3235
16558	0.3234
16262	0.3233
11398	0.3232
4710	0.3230
19729	0.3229
33526	0.3228
37256	0.3228
544	0.3227
35921	0.3227
1521	0.3227
14723	0.3227
29978	0.3227
30246	0.3225
15867	0.3225
15787	0.3224
30838	0.3223
14389	0.3223
33915	0.3223
27872	0.3223
32175	0.3223
26454	0.3223
730	0.3222
20605	0.3221
637	0.3220
39832	0.3220
36269	0.3218
18539	0.3218
10486	0.3218
12096	0.3218
32204	0.3218
13496	0.3217
13695	0.3215
22559	0.3214
39777	0.3213
10722	0.3212
30116	0.3212
12419	0.3212
12745	0.3209
40821	0.3209
6309	0.3208
31429	0.3208
26894	0.3208
7446	0.3207
33777	0.3205
35482	0.3205
1206	0.3204
24712	0.3204
30419	0.3202
34297	0.3201
30022	0.3201
26013	0.3201
5945	0.3200
15902	0.3200
36272	0.3199
7394	0.3199
33270	0.3199
10501	0.3198
10125	0.3198
36459	0.3198
24202	0.3196
9803	0.3195
9656	0.3195
24155	0.3195
31517	0.3194
39440	0.3193
18448	0.3193
20682	0.3192
17220	0.3191
10151	0.3191
409	0.3189
16461	0.3188
37290	0.3188
30515	0.3187
38240	0.3184
7715	0.3184
9671	0.3182
31184	0.3182
3091	0.3181
1686	0.3181
36201	0.3178
7301	0.3177
14929	0.3176
2209	0.3176
21830	0.3176
9612	0.3175
40168	0.3175
37962	0.3174
5615	0.3172
8194	0.3172
24784	0.3172
13491	0.3172
13782	0.3172
12387	0.3171
4244	0.3171
18482	0.3170
28969	0.3169
20842	0.3169
39260	0.3167
22502	0.3167
770	0.3165
6223	0.3165
14117	0.3164
33587	0.3164
13736	0.3163
14135	0.3163
36375	0.3162
23106	0.3161
25860	0.3161
16063	0.3161
17502	0.3160
24512	0.3159
7916	0.3158
15152	0.3157
33806	0.3157
11012	0.3156
17536	0.3155
37720	0.3153
19186	0.3153
13650	0.3152
12469	0.3152
22255	0.3152
18749	0.3151
37010	0.3151
21519	0.3150
22177	0.3150
10607	0.3149
37509	0.3149
37612	0.3149
35600	0.3148
3360	0.3148
32465	0.3147
28994	0.3147
5217	0.3146
34019	0.3145
953	0.3145
15169	0.3144
31770	0.3143
38476	0.3143
2785	0.3143
8435	0.3143
26936	0.3142
17000	0.3141
596	0.3139
11782	0.3139
12516	0.3139
6418	0.3139
15293	0.3138
20723	0.3138
37456	0.3137
32831	0.3136
2400	0.3136
40153	0.3132
8577	0.3131
32895	0.3130
14878	0.3130
19546	0.3130
34231	0.3128
30622	0.3128
23180	0.3127
29182	0.3127
16048	0.3127
11457	0.3126
25955	0.3126
32264	0.3126
16997	0.3125
14148	0.3125
15927	0.3125
38976	0.3125
23965	0.3124
33820	0.3123
9278	0.3122
20532	0.3121
12238	0.3120
22935	0.3120
2314	0.3120
1764	0.3120
14770	0.3120
30097	0.3119
3424	0.3119
5761	0.3118
26839	0.3116
14870	0.3115
2842	0.3115
854	0.3113
31728	0.3113
31305	0.3113
18712	0.3113
11256	0.3112
10554	0.3112
23782	0.3111
9946	0.3110
21929	0.3109
29564	0.3109
36141	0.3109
31576	0.3109
1659	0.3108
12674	0.3107
28598	0.3107
15075	0.3106
2398	0.3106
27643	0.3105
7788	0.3104
27886	0.3103
39151	0.3103
16646	0.3101
12033	0.3101
9100	0.3100
1588	0.3099
40434	0.3099
13859	0.3098
18026	0.3097
21665	0.3096
37226	0.3094
3181	0.3093
22678	0.3093
34722	0.3091
17645	0.3091
37670	0.3091
11378	0.3091
4007	0.3091
25449	0.3090
27196	0.3090
1110	0.3090
22623	0.3089
25798	0.3089
13954	0.3089
12534	0.3089
26846	0.3088
27674	0.3088
22474	0.3086
6593	0.3086
36619	0.3086
31032	0.3086
30775	0.3085
35656	0.3085
10618	0.3083
11993	0.3082
4186	0.3082
21660	0.3082
18817	0.3082
40359	0.3081
12209	0.3079
29354	0.3078
30468	0.3078
13742	0.3077
34134	0.3077
26607	0.3077
19679	0.3077
18271	0.3077
13467	0.3076
15762	0.3076
11516	0.3076
19145	0.3076
35176	0.3076
29125	0.3076
10235	0.3076
26830	0.3076
33152	0.3074
16546	0.3073
5016	0.3072
5812	0.3072
14640	0.3072
34058	0.3072
40414	0.3072
15973	0.3071
16883	0.3070
40178	0.3069
3100	0.3069
36631	0.3068
30820	0.3068
2391	0.3067
14447	0.3067
4733	0.3067
40928	0.3066
40729	0.3066
39628	0.3066
32742	0.3064
37550	0.3064
34197	0.3064
11902	0.3063
3302	0.3062
26695	0.3061
24683	0.3061
40228	0.3061
29905	0.3060
808	0.3059
26807	0.3058
5333	0.3058
24686	0.3058
19713	0.3057
11376	0.3057
15228	0.3057
2530	0.3056
22203	0.3056
39682	0.3054
16091	0.3054
27790	0.3053
24738	0.3053
40396	0.3053
6265	0.3052
4183	0.3052
29975	0.3051
1358	0.3050
35939	0.3050
14584	0.3050
39029	0.3049
37063	0.3048
6732	0.3047
34337	0.3047
2777	0.3047
31516	0.3046
23012	0.3046
7346	0.3046
20334	0.3045
26653	0.3043
434	0.3041
14820	0.3040
4979	0.3039
21364	0.3039
19953	0.3038
380	0.3036
33979	0.3036
30883	0.3035
24293	0.3035
36486	0.3035
18834	0.3035
9209	0.3034
23027	0.3034
24808	0.3034
40082	0.3034
5225	0.3034
40807	0.3034
9890	0.3033
24458	0.3033
1812	0.3033
39619	0.3033
38121	0.3033
16435	0.3031
11481	0.3030
5740	0.3030
21396	0.3029
19640	0.3029
7614	0.3029
5978	0.3028
37080	0.3024
3918	0.3024
2254	0.3024
20761	0.3023
13125	0.3023
39674	0.3022
21950	0.3022
24895	0.3022
14057	0.3021
4999	0.3020
5087	0.3019
15408	0.3019
21294	0.3017
23139	0.3015
26412	0.3014
17246	0.3013
19596	0.3013
14750	0.3013
3497	0.3010
34090	0.3010
12502	0.3010
26943	0.3010
3178	0.3009
9546	0.3008
10004	0.3008
15292	0.3008
26154	0.3008
1645	0.3008
30767	0.3008
8892	0.3007
11463	0.3007
37035	0.3007
24295	0.3006
11669	0.3006
29070	0.3005
16690	0.3005
12907	0.3005
22042	0.3005
17956	0.3004
7440	0.3003
10336	0.3003
10903	0.3002
18562	0.3002
19672	0.3000
14765	0.3000
40468	0.3000
22210	0.3000
7472	0.3000
35428	0.2998
1084	0.2998
14244	0.2998
21101	0.2997
33958	0.2997
40311	0.2997
26266	0.2995
39605	0.2995
26540	0.2995
1613	0.2993
935	0.2993
38586	0.2991
9568	0.2991
20168	0.2990
4070	0.2990
4025	0.2988
14933	0.2987
3346	0.2986
24015	0.2986
21009	0.2985
10018	0.2983
31539	0.2983
11038	0.2982
14666	0.2982
8075	0.2981
30265	0.2981
21471	0.2980
29838	0.2979
39514	0.2979
3347	0.2978
14387	0.2978
28414	0.2978
37660	0.2976
10570	0.2975
6565	0.2975
32102	0.2974
19022	0.2973
7187	0.2972
40398	0.2972
30588	0.2972
12649	0.2971
30511	0.2970
23121	0.2970
39195	0.2970
5667	0.2969
13825	0.2969
1039	0.2968
24176	0.2968
2907	0.2968
39521	0.2967
18374	0.2965
35802	0.2964
6403	0.2964
4501	0.2964
26352	0.2961
10566	0.2961
8162	0.2961
17108	0.2961
19719	0.2960
20369	0.2960
6889	0.2958
10891	0.2958
4648	0.2958
38753	0.2956
36602	0.2955
28529	0.2955
11172	0.2953
32675	0.2952
29600	0.2952
16280	0.2951
6666	0.2950
33384	0.2948
31208	0.2947
37671	0.2947
24660	0.2946
3770	0.2946
12452	0.2946
16550	0.2945
30304	0.2945
39694	0.2944
2374	0.2944
40766	0.2943
35358	0.2943
21571	0.2942
18066	0.2941
40326	0.2941
19426	0.2941
35213	0.2940
10594	0.2939
33882	0.2939
11812	0.2938
3329	0.2938
22114	0.2938
22026	0.2938
3506	0.2938
6848	0.2937
4040	0.2937
30112	0.2937
14877	0.2937
19002	0.2936
7622	0.2936
22779	0.2935
20950	0.2934
2547	0.2933
8672	0.2933
28002	0.2933
5002	0.2933
8687	0.2932
13310	0.2931
21135	0.2931
30492	0.2929
8430	0.2929
29925	0.2926
31373	0.2925
40742	0.2925
34421	0.2924
26478	0.2924
6747	0.2924
27718	0.2921
10806	0.2921
20044	0.2921
24397	0.2921
34889	0.2921
7026	0.2920
38264	0.2918
5467	0.2917
31427	0.2916
16285	0.2916
29254	0.2914
32992	0.2914
15800	0.2914
1341	0.2912
33079	0.2912
37238	0.2909
35805	0.2909
21045	0.2908
4614	0.2908
27276	0.2908
28315	0.2907
32735	0.2906
32277	0.2906
14597	0.2906
21869	0.2905
12500	0.2905
31638	0.2904
14027	0.2903
22973	0.2903
22593	0.2902
23994	0.2902
13043	0.2901
28763	0.2901
22233	0.2899
27582	0.2899
27499	0.2898
14587	0.2898
13928	0.2898
36788	0.2898
32629	0.2897
13593	0.2897
5578	0.2896
35672	0.2895
8671	0.2894
5299	0.2893
16345	0.2892
1612	0.2892
17328	0.2892
24146	0.2890
3469	0.2890
19335	0.2888
3006	0.2888
16900	0.2887
36834	0.2887
23963	0.2887
1210	0.2886
14251	0.2886
37353	0.2886
10261	0.2886
24688	0.2885
25677	0.2884
5976	0.2883
30801	0.2883
19058	0.2882
22930	0.2882
725	0.2881
332	0.2880
12051	0.2880
28446	0.2880
34608	0.2880
27120	0.2878
18217	0.2877
10656	0.2877
9218	0.2876
26226	0.2875
14094	0.2875
34256	0.2871
40775	0.2871
19606	0.2871
40159	0.2870
17615	0.2868
9543	0.2868
37232	0.2868
260	0.2868
29903	0.2866
15064	0.2866
8310	0.2865
21406	0.2865
4975	0.2864
19633	0.2864
15725	0.2864
4829	0.2863
9714	0.2863
4071	0.2863
17055	0.2863
5595	0.2862
15465	0.2862
16836	0.2862
7475	0.2861
15503	0.2861
39437	0.2861
38944	0.2860
7760	0.2860
8711	0.2859
32119	0.2859
14246	0.2859
23665	0.2859
29082	0.2859
3638	0.2857
40508	0.2856
22387	0.2856
20091	0.2855
13562	0.2854
26752	0.2852
39727	0.2852
15539	0.2850
16098	0.2850
32389	0.2849
18135	0.2848
12106	0.2847
19783	0.2847
38526	0.2847
33624	0.2846
7745	0.2845
32880	0.2844
2817	0.2844
18056	0.2843
12741	0.2843
37982	0.2843
3003	0.2843
24151	0.2843
30576	0.2843
35650	0.2842
8488	0.2842
28041	0.2841
18938	0.2841
9628	0.2841
2150	0.2841
20494	0.2841
29917	0.2840
38661	0.2836
17958	0.2836
18522	0.2835
39476	0.2834
32799	0.2834
24992	0.2833
39486	0.2832
20383	0.2831
29535	0.2831
4338	0.2829
10663	0.2828
35499	0.2828
7186	0.2827
32074	0.2827
15347	0.2827
33196	0.2826
10840	0.2826
27727	0.2826
15460	0.2825
15354	0.2825
12902	0.2825
17921	0.2824
10397	0.2824
19190	0.2824
12640	0.2824
28826	0.2823
19418	0.2822
2582	0.2822
32582	0.2821
38058	0.2820
19082	0.2820
654	0.2820
10589	0.2819
28356	0.2818
23365	0.2817
36598	0.2816
34821	0.2815
144	0.2814
12793	0.2814
3102	0.2814
4876	0.2813
869	0.2812
26603	0.2812
17123	0.2812
23996	0.2812
31889	0.2811
39600	0.2811
20160	0.2808
40518	0.2808
40049	0.2808
35017	0.2807
15759	0.2806
1437	0.2806
21321	0.2804
38930	0.2804
20467	0.2803
20814	0.2803
34834	0.2802
20182	0.2802
29880	0.2801
1418	0.2801
33126	0.2800
73	0.2800
31259	0.2799
28728	0.2799
23803	0.2799
6207	0.2798
22115	0.2797
21332	0.2794
1162	0.2793
30890	0.2792
21635	0.2791
39962	0.2789
2968	0.2789
9944	0.2789
9534	0.2789
19898	0.2789
19187	0.2788
10859	0.2788
19108	0.2786
16693	0.2785
25094	0.2783
21162	0.2778
37913	0.2778
40722	0.2776
28480	0.2776
37771	0.2776
26630	0.2776
27616	0.2775
19636	0.2775
20460	0.2774
26832	0.2773
30187	0.2772
36637	0.2772
940	0.2771
11217	0.2770
10248	0.2768
3732	0.2767
33827	0.2766
21507	0.2765
2660	0.2765
30908	0.2765
739	0.2764
35891	0.2763
20151	0.2762
34564	0.2762
37405	0.2761
37863	0.2760
1656	0.2760
7986	0.2760
31525	0.2759
24175	0.2759
30387	0.2759
368	0.2757
13892	0.2755
36799	0.2754
28617	0.2753
20803	0.2753
36163	0.2753
31260	0.2752
14755	0.2752
22704	0.2752
7856	0.2752
19867	0.2750
36211	0.2750
1366	0.2750
33469	0.2749
36040	0.2749
24709	0.2749
13399	0.2748
2659	0.2748
37145	0.2748
6405	0.2748
14183	0.2748
20581	0.2746
2519	0.2746
9809	0.2746
14708	0.2745
48	0.2745
12604	0.2744
22787	0.2742
12679	0.2741
28523	0.2741
13582	0.2740
24481	0.2740
6261	0.2739
28799	0.2736
34868	0.2735
14209	0.2735
22139	0.2735
3490	0.2734
27018	0.2734
32977	0.2733
32488	0.2733
2896	0.2732
23763	0.2732
16686	0.2731
13131	0.2731
20092	0.2731
10058	0.2730
11375	0.2730
12283	0.2730
4922	0.2729
19912	0.2728
22067	0.2728
31220	0.2726
28987	0.2725
15788	0.2725
26589	0.2725
5961	0.2725
13710	0.2724
18142	0.2723
38687	0.2722
33680	0.2721
27713	0.2721
26816	0.2721
28038	0.2720
25673	0.2719
14121	0.2719
25141	0.2718
11729	0.2718
8585	0.2717
40255	0.2717
26749	0.2717
6944	0.2716
5946	0.2716
22431	0.2716
28217	0.2715
20218	0.2715
6983	0.2715
26501	0.2715
15044	0.2714
31331	0.2714
5304	0.2714
8400	0.2713
13413	0.2713
17686	0.2713
3478	0.2713
605	0.2712
12345	0.2712
16856	0.2712
31887	0.2711
36936	0.2711
10658	0.2711
27356	0.2708
34378	0.2707
29581	0.2706
15153	0.2706
25270	0.2705
1489	0.2704
22343	0.2704
35282	0.2702
38576	0.2701
10135	0.2701
34276	0.2700
31533	0.2700
22992	0.2699
2129	0.2699
24811	0.2699
32874	0.2698
18932	0.2698
33775	0.2697
28169	0.2696
18403	0.2696
10837	0.2695
16377	0.2695
7541	0.2694
39552	0.2692
26582	0.2692
2338	0.2692
2756	0.2692
40906	0.2691
21287	0.2691
24197	0.2690
35141	0.2689
28025	0.2689
2395	0.2689
36921	0.2687
7726	0.2686
10969	0.2686
34597	0.2686
14069	0.2684
29557	0.2684
9458	0.2683
39410	0.2683
6191	0.2682
3865	0.2681
10345	0.2679
37559	0.2677
30649	0.2677
2289	0.2677
18839	0.2676
31943	0.2675
27222	0.2674
35278	0.2670
23213	0.2670
15904	0.2669
35239	0.2667
19544	0.2667
2196	0.2666
24934	0.2666
19925	0.2665
34138	0.2665
11942	0.2664
17923	0.2663
10795	0.2663
40666	0.2662
19820	0.2662
33550	0.2661
492	0.2661
20420	0.2661
27412	0.2661
18554	0.2660
17622	0.2658
7361	0.2657
554	0.2657
10709	0.2656
6434	0.2654
11977	0.2654
37922	0.2653
10049	0.2652
6516	0.2650
37533	0.2650
14330	0.2650
40851	0.2649
6796	0.2649
31066	0.2649
29053	0.2649
4906	0.2649
22727	0.2648
19922	0.2648
34656	0.2647
16302	0.2646
38439	0.2646
34970	0.2646
1	0.2646
115	0.2645
30003	0.2645
8403	0.2645
29086	0.2645
2763	0.2645
9649	0.2644
3854	0.2643
37039	0.2643
21207	0.2641
34926	0.2641
34166	0.2641
30932	0.2640
2012	0.2640
16036	0.2639
23849	0.2638
25188	0.2638
7042	0.2637
22254	0.2637
13679	0.2637
34918	0.2637
24222	0.2635
16125	0.2635
36516	0.2635
39679	0.2635
28883	0.2634
39896	0.2634
36532	0.2634
6613	0.2633
22085	0.2633
9551	0.2632
27932	0.2630
18215	0.2629
2372	0.2629
27409	0.2628
10707	0.2628
25633	0.2627
25591	0.2625
12595	0.2625
15078	0.2625
16447	0.2624
33050	0.2624
23384	0.2621
17364	0.2621
21904	0.2620
20050	0.2620
7132	0.2618
31608	0.2617
31243	0.2617
38919	0.2617
11252	0.2617
39842	0.2616
12574	0.2616
2252	0.2614
20817	0.2611
36748	0.2609
8009	0.2609
12553	0.2609
29263	0.2609
10516	0.2608
25387	0.2605
20833	0.2605
4042	0.2604
20012	0.2604
10601	0.2602
29119	0.2602
34607	0.2601
7010	0.2601
21614	0.2600
39282	0.2599
29117	0.2597
28294	0.2596
505	0.2595
26323	0.2594
28755	0.2593
39290	0.2593
37950	0.2592
38983	0.2592
16562	0.2592
23878	0.2591
3262	0.2591
5674	0.2590
10888	0.2590
13739	0.2589
22213	0.2589
35590	0.2586
11869	0.2586
33059	0.2585
13577	0.2584
29144	0.2583
36384	0.2583
5249	0.2583
22402	0.2582
25658	0.2582
24172	0.2582
17309	0.2582
32316	0.2581
31605	0.2581
30490	0.2580
10267	0.2580
29988	0.2579
2565	0.2579
11540	0.2579
34957	0.2579
2108	0.2579
33488	0.2578
19109	0.2578
25242	0.2577
14719	0.2577
7323	0.2577
28610	0.2576
13497	0.2576
9308	0.2574
7723	0.2574
25155	0.2574
5954	0.2574
29154	0.2573
29253	0.2572
21889	0.2571
